story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
d703d8f5-c0c7-4a82-8233-6e3195a00ad8-1,She knew it was her fault her dump burned down.,"No, she could not have left a candle burning in her house and her dump at the same time.",A,"The woman knew it was her fault her house burned down, but she's still sad to have lost her home.",The woman is sad because she lost her home.,Yes,Yes,Explanation B
11abdce5-a150-4ea4-b76b-4ff36b7b0f6c1,I gambled too much.,I went to las vegas. I gambled too much. So the answer is yes.,A,"I was upset when I lost all my money, not when I won way too much.",I was upset when I lost all my money. I went to las vegas. I gambled too much. I was upset when I lost all my money.,Yes,Yes,Explanation B
55ade7ec-1c77-478e-a0bc-de4aa6826031-1,Ricardo got a great job dancing.,no,A,Nobody ever doubted Ricardo's ability to dance again because he disappointed everyone at his first dance recital.,Nobody ever doubted Ricardo's ability to dance again because he got a great job dancing.,No,No,Explanation B
a9a46a05-50ee-4252-99f6-ff6ad933d523-1,No one called Gina back for an interview.,no,B,Gina had applied for a number of part time jobs. No one called Gina back for an interview. She was beginning to worry.,Gina had applied for a number of part time jobs. She was beginning to worry.,Yes,Yes,Explanation A
fa694d55-2291-467e-837e-cee613230e8c2,Reg was able to play in the snow all day.,yes,A,Reg skipped school because he was hoping for a snow day.,Reg was able to play in the snow all day. Reg hoped he would get another snow day soon.,Yes,Yes,Explanation B
e554a471-c1fd-4a46-bd1a-fff40bf865f8-1,My son chose to join the chess club.,yes,A,"He joined the chess club for 24 hours, then dropped it. He still plays chess on occasion.",He joined the chess club but he doesn't play chess.,No,No,Explanation A
1731fb2a-dd5d-4bee-bd7f-044ea13934f9-1,"Charles knew he had an infestation. So, he hired an exterminator.",yes,A,The bug man would have been expensive regardless of whether Charles watched the ants.,"An exterminator is not expensive, they are paid for their work.",No,No,Explanation A
88be5301-e6ee-4b1f-95c5-4f0d28b45e79-1,Phil applied to a university.,yes,A,Phil was accepted into his top choice so he was not worried about getting into college.,Phil was a senior in high school. Phil applied to a university. He had been accepted into his top choice!,Yes,Yes,Explanation B
f10eba84-f7b4-44df-897e-6927538e0050-1,The dogs were fighting.,"Yes, the dogs were fighting.",A,"The two cats were not fighting, they were walking home.",The dogs were fighting because they were hungry.,No,Yes,Explanation B
5a29dafb-d908-48d2-81eb-13001be424d2-1,Mary had the flu.,yes,B,Mary felt weak all of the time because she had the flu.,Mary's husband was sick but she made a full recovery.,Yes,No,Explanation A
9cf70932-51e6-4074-b249-0d6f96678d67-1,I just got a raise in my pay.,no,B,Christmas is not coming up.,I was able to buy amazing presents for my family.,No,Yes,Explanation B
91fbb4b3-7669-4fb1-8691-79241fb030ae-1,Rick had a long flight.,yes,A,Rick was not peppy as he walked to his hotel.,Rick was not sleepy on the flight.,No,Yes,Explanation A
0b985942-7c18-4d82-ba62-21ca51b27509-1,He found a great deal on a carton of eggs.,yes,A,The eggs were prepared at the store.,The eggs were not in a great deal.,No,No,Explanation B
edd6e7d0-d448-455b-b2ea-6d00e09580d1-1,The tie Terry wanted to give his father was monogrammed and his father's favorite color.,yes,A,Terry never gave her dad a tie for Christmas.,Terry's dad said it was the best tie he had ever owned.,No,Yes,Explanation B
5344f273-fd10-4b12-88c5-9c4f1d21f203-1,"When asked, Lucy lied and said she hadn't had cake.",no,A,Lucy threw away the cake so she couldn't have eaten it.,"If she had stolen cake, she would have eaten it.",No,No,Explanation B
be75aac0-0019-40dd-a5f5-56ff2f512923-1,Charles was hit with a chair.,No,A,If Charles was hurt he would not have jumped in the fight.,If Charles was hurt he would not have jumped in the fight.,No,No,Explanation B
8234bd1a-86d3-4799-915e-14f15c8c5330-1,"The girl, however, had no money.",no,B,The girl had no money to buy a gift for her parents.,Her parents were not her friends.,Yes,No,Explanation A
1f1dbe06-7a60-4285-8680-579451a76471-1,Jim ordered Chinese take delivery.,no,B,Jim was hungry and was going to be hungry for a long time.,Jim was happy he wasn't going to be hungry much longer because he was going to finish lunch.,No,Yes,Explanation B
63f87dca-080c-4b2c-a153-e4c5c5530081-1,Sandy missed her lover.,no,A,The day was difficult but he came and everything was going to be alright.,Sandy never thought that the day would come. Sandy missed her lover. There he came and everything was going to be alright.,Yes,Yes,Explanation B
a7da66a1-29c9-41b9-84f5-76d31d0962f1-1,Bill had an old charge.,no,B,"Bill had an old charge, so he couldn't check out a book.",Bill could not take out a new book if he had not returned his old book.,No,Yes,Explanation A
fbbfc9d9-e20f-451e-be7a-0f9c7e23a1d9-1,It was a close and exciting ride to the game.,yes,A,The Lakers were not the only team playing.,"Karen was excited to go to her very first Lakers game. She ate nachos during the game. When the Lakers won, she jumped for joy.",Yes,Yes,Explanation B
0598d463-3fee-4cbc-8149-5c0f20955bbc-1,Tom looked for it in the kitchen.,no,A,The bike was not in the kitchen so it was not stolen.,Tom's bike was stolen because he didn't lock it up.,No,Yes,Explanation B
9e98aa03-0ce6-4765-b05f-a349814ba2eb-1,Jessica's dog didn't end up feeling quite as bad as it really was.,no,A,The dog was terrified of storms but he didn't seem nearly as stressed as usual.,The dog was terrified of storms but he didn't seem nearly as stressed as usual.,No,No,Explanation A
45896107-bb21-48b8-845d-619d8c19bc342,Neil did all of his favorite activities which include hiking and visiting all the tourists attractions.,yes,A,Neil was visiting Ireland and he was sleeping while visiting all the tourist attractions.,Neil was visiting Ireland. Neil did all of his favorite activities which include hiking and visiting all the tourists attractions. Neil enjoyed Ireland.,No,Yes,Explanation B
96479ed1-f536-446b-a542-758ad634974f-1,Jessica dug through her pockets looking for gifts.,"No, she would not be looking in her pockets for gifts.",B,"Christmas is a time for giving gifts, not looking for them.",Her sister came home with some hair accessories.,Yes,Yes,Explanation B
46fb02e9-d980-47b4-b0db-d3c75fc51978-1,Rainey forgot to call in.,no,A,Rainey was early for work so she couldn't have been late.,Rainey's car wouldn't start one morning. Rainey forgot to call in. Rainey's boss told her she was fired for being late.,No,Yes,Explanation B
07cf9211-50d5-4163-883d-4ed6e1279ea4-1,"He was determined to pass, so he studied hard, and into the night.",yes,A,He spent many hours playing and passed his class.,He passed because he had the second highest score in the class.,No,Yes,Explanation B
161944f3-93e7-4f27-ac49-47eb3bae26e9-1,I was not sure he would be successful but I trusted his judgement so I invested.,No,A,The business was a hit and I made a nice return.,"I was not sure he would be successful but I trusted his judgement so I invested. However, the business was a hit and I made a nice return.",Yes,Yes,Explanation B
96f8c4ed-9390-41d7-9dcb-4aac724cee11-1,She emptied it but her daughter knocked it over.,no,B,The bottle of water was not on her desk.,Emily was very thirsty and saw her bottle of water sitting on her desk She emptied it but her daughter knocked it over.,No,Yes,Explanation B
027f1f0e-325f-4eb8-8833-cf521f09f230-1,He especially loved relaxing.,"No, because Evan is ten and timid, he would not be able to relax at the theme park.",A,Evan was timid and he went to the theme park with his family.,Evan is not timid. Evan is ten and he is not afraid of anything.,Yes,Yes,Explanation A
f44b667d-9e8a-4d54-86c4-d20e4d3a2c49-1,"While typing, Jess learned new tricks with her keyboard.",yes,A,"The witness punched her voice-processing transcription machine, so she needed a new one.","Jess had the best equipment, so she didn't need to order a new keyboard.",No,No,Explanation A
0416181e-f645-4f7a-9b97-a14b2f9758ad-1,We packed our bags and drove to the falls.,yes,A,We planned a trip to go soon and it was a breathtaking experience.,We went to Niagara Falls and it was a breathtaking experience.,No,Yes,Explanation B
e08ed045-6381-4acd-a7a1-2bebf2cbc7bf-1,I moved with my dad and his new wife to a new city miles away.,no,B,I struggled to make new friends but eventually found some.,I was homeschooled but I struggled to make new friends.,Yes,Yes,Explanation A
3382f110-d005-44c2-aa93-668af271a7c0-1,Anne celebrated a promotion with her friends.,no,B,Anne went to the bar one night and celebrated a promotion with her friends.,A burglar would not be at a bar.,Yes,No,Explanation A
84a6a46e-e703-45ad-9210-e6c4edec01de-1,Phil joined a running club in his town.,yes,B,Phil joined a running club in his town.,Phil made a running training schedule three months later.,Yes,No,Explanation A
decef67f-17cd-4575-bf3b-9e2cd669e6a0-1,I decided to buy new shoes.,yes,B,I bought a pair of shoes that I really liked.,Underwear is not a pair of shoes.,Yes,No,Explanation A
5d10d46d-83a9-4468-9b05-8bdabdc5ea922,She couldn't perfect her game no matter what.,no,A,Gertrude was not accepted to the soccer team because she scored for her team.,Gertrude was a great soccer player and was accepted to the soccer team.,No,Yes,Explanation A
b4d6fa2b-ae87-492d-9479-ec5f01e6648e-1,His grandfather found many old books.,No,A,Even's grandfather passed away before he could spend months poring over old books.,Even spent many months poring over the old books.,No,No,Explanation B
9ce431d2-201b-450d-930b-37472d340f69-1,"Alissa went to see a bullfight, but it was too boring for her.",yes,A,"Alissa was visiting Spain on a trip. Alissa went to see a bullfight, but it was too boring for her. Alissa became sad and left the arena.",Alissa was sad because she was sad.,Yes,Yes,Explanation A
c7cbe095-2e33-48e0-9f64-90bc42973164-1,Judy ended up buying a clearance dress.,yes,B,Everyone at the prom thought she looked great. So she must have bought a great dress.,Judy couldn't afford a dress so she sold a clearance dress.,Yes,No,Explanation A
7ae988ad-d979-4831-84c3-14e0a0c44ac1-1,Jess decided to try all of the candies.,no,B,Jess could not decide which flavor of candy to choose. Jess decided to try all of the candies. Jess walked out of the store with one of each flavor of candy.,Jess could not decide which flavor of candy to choose so she decided to get one flavor.,Yes,Yes,Explanation A
4738f2d9-fe5d-44c1-9952-16abd19ce265-1,They never knew that nature was so beautiful.,yes,B,"Mike and his dad went on a hike in the mountains. They never knew that nature was so beautiful. From that point on, the outdoors became something interesting.",Nature is beautiful and interesting. It is not ugly.,Yes,Yes,Explanation A
e4c7baa0-b0c0-419a-9468-51ddfbf627ce-1,Mike went to the bathroom once he started talking to Mike.,no,B,Mike went to the bathroom before talking to his friend.,Mike flushed the toilet so he must have used the bathroom.,Yes,Yes,Explanation A
a296b863-ef80-4498-ae7f-283dd27bfca7-1,We went to the pound and saw a little poodle.,no,A,We would not bring a mean puppy home to be part of our family.,We went to the pound and saw a little poodle. We chose that puppy and brought her home to be part of our family.,Yes,Yes,Explanation B
86638ca9-c826-4e41-b3b9-9674e89c7445-1,"When I got out, I decided to walk the straight-n-narrow.",no,A,Smoking weed is illegal and will get you in trouble.,"I got detention for the first time in 12th grade. When I got out, I decided to walk the straight-n-narrow. I left the room with a load off my shoulders.",Yes,Yes,Explanation B
95531faf-3cb3-4a77-9b1e-14eed7d4d240-1,Harry met Kate who discovered Harry was kind.,no,B,Harry was considered a loser by everyone at school.,Harry was considered a loser by everyone at school.,No,No,Explanation A
63ecc56e-d71e-4e41-ab30-8819427aebb6-1,Lulu ran into her favorite celebrity.,no,B,Lulu was walking her dog in New York City yesterday. Lulu ran into her favorite celebrity.,Lulu's dog was killed instantly so Kendall could not have taken a photo.,Yes,No,Explanation A
903d267c-ca00-490e-b34d-585414704caf-1,I wanted to ask him out.,No,B,I wanted to ask him out but he was gay.,I would flirt with him every Monday night. I later found out he was gay.,Yes,Yes,Explanation A
afbafcfb-9d1a-432d-8594-6df9e2caffae-1,Arun flew on a plane and visited Italy.,yes,A,Arun was afraid to take an airplane or ship to Italy.,Arun dreamt for most of his life of visiting Italy. Arun flew on a plane and visited Italy. It was truly the trip of a lifetime for Arun.,Yes,Yes,Explanation B
c0a9c853-efa7-43dd-98fe-73b06d3f07a5-1,I tried out my new camera the very same day.,yes,A,I spent the entire day posing for the perfect shower.,I tried out my new camera the very same day.,No,Yes,Explanation B
5e30a1d4-fce0-4563-9b03-dc3732680b40-1,Becca thought Heather was pregnant but she wasn't.,no,A,Becca thought Heather was pregnant but she wasn't. Luckily Becca did not say anything and just walked away.,Becca was home from college. Heather tried to flirt with Becca. Luckily Becca did not say anything and just walked away.,Yes,Yes,Explanation A
