ID,Sky,Temperature,Precipitation,Wind,Animal,Place,CSW,CSS,CSS_and,CSS_or,CSS_both,CSP,CSP_simple,CSP_know,CSP_gen,CSP_pizza,CSP_drizzle,CSP_shower,S1,S2,CSA,T5,Falcon
500,clear,-10,14,57,cat,meadows,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow,No snow,There is snow,There is snow,There is snow,"P, S, T, W",There is no rain and no snow 14 mm/h. The temperature is -10 °C. There is strong wind 57 km/h.,There is no rain and no snow 14 mm/h. The temperature is -10 °C.,Tomorrow in the meadows there is no rain and no snow 14 mm/h. The temperature is -10 °C. There is strong wind 57 km/h.,"
Tomorrow on the meadows, there will be no rain or snow, with a temperature of -10°C. The wind will be strong at 57 km/h."
501,clear,26,0,42,bird,beach,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow,No snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"W, S, P, T",There is wind 42 km/h. The sky is clear. There is no rain and no snow 0 mm/h. The temperature is 26 °C.,There is no rain and no snow 0 mm/h. The temperature is 26 °C.,Tomorrow in/on the beach there is wind 42 km/h. The sky is clear. There is no rain and no snow 0 mm/h. The temperature is 26 °C.,"
The weather forecast for tomorrow on the beach is for sunny skies with a gentle breeze at 42 km/h. The sky will be clear, providing a beautiful view of the coastline. There will be no rain or snow, and the temperature will be a comfortable 26 °C."
502,clear,6,13,65,fish,mountains,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is snow.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",There is no rain and no snow 13 mm/h. The temperature is 6 °C. There is strong wind 65 km/h.,There is no rain and no snow 13 mm/h. The temperature is 6 °C.,The temperature will be 6 °C. There will be strong wind.,"
Tomorrow on the mountains, there will be no rain or snow, and the temperature will be 6 °C. The strong wind will be blowing at 65 km/h."
503,cloudy,24,0,1,bird,mountains,There is no wind,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"W, S, P, T",There is no wind 1 km/h. The sky is cloudy. There is no rain and no snow 0 mm/h. The temperature is 24 °C.,There is no rain and no snow 0 mm/h. The temperature is 24 °C.,Tomorrow in the mountains there is no wind 1 km/h. The sky is cloudy. There is no rain and no snow 0 mm/h. The temperature is 24 °C.,"
The weather forecast for tomorrow is that it will be on the mountains. There will be no wind at 1 km/h. The sky will be cloudy. There will be no rain or snow, and the temperature will be 24 °C."
504,clear,2,13,32,fish,beach,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is snow.,No snow,There is snow,There is snow,There is snow,"P, S, T, W",There is no rain and no snow 13 mm/h. The temperature is 2 °C. The sky is clear. There is wind 32 km/h.,There is no rain and no snow 13 mm/h. The temperature is 2 °C. The sky is clear.,Tomorrow in/on the beach there is no rain and no snow 13 mm/h. The temperature is 2 °C. The sky is clear. There is wind 32 km/h.,"
The weather forecast for tomorrow on the beach is:
- Expect sunny skies with no rain or snow.
- The temperature will be around 2°C.
- There will be a gentle breeze blowing at 32 km/h."
505,cloudy,28,0,20,fish,city,There is wind,There is smog,The sky is cloudy,There is smog,The sky is cloudy,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"S, P, T, W","S, P, T, W","S, P, T","Tomorrow in the city S, P, T, W.","
The weather in the city tomorrow will be mostly sunny with a chance of showers in the afternoon."
506,overcast,14,11,26,bird,mountains,There is wind,The sky is overcast,The sky is overcast,The sky is overcast,The sky is overcast,There is storm.,There is rain.,There is rain.,There is rain and snow.,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 26 km/h. The sky is overcast. There is storm. 11 mm/h. The temperature is 14 °C.,There is storm. 11 mm/h. The temperature is 14 °C.,"Tomorrow in the mountains there is wind 26 km/h, the sky is overcast, there is storm, 11 mm/h, the temperature is 14 °C.","
Tomorrow on the mountains, there will be wind at 26 km/h. The sky will be overcast, and there will be a storm with 11 mm/h of precipitation. The temperature will be 14 °C."
507,clear,-2,0,65,bird,meadows,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is snow.,No snow,There is snow,There is snow,There is snow,"W, S, P, T",There is strong wind 65 km/h. The sky is clear. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,There is strong wind 65 km/h. The sky is clear. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,Tomorrow in the meadows there is strong wind 65 km/h. The sky is clear. There is no rain and no snow 0 mm/h. The temperature is -2 °C.,"
Tomorrow on the meadows, the weather will be clear with strong winds at 65 km/h. There will be no rain or snow, and the temperature will be -2°C."
508,cloudy,-1,0,24,bird,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is no rain and no snow,There is snow,There is snow.,There is no snow.,There is snow.,There is snow,There is snow,"W, S, P, T",There is wind 24 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is -1 °C.,There is smog. There is no rain and no snow 0 mm/h. The temperature is -1 °C.,Tomorrow in the city there is wind 24 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is -1 °C.,"
Tomorrow in the city, the weather will be windy with a speed of 24 km/h. There will be smog, but no rain or snow. The temperature will be -1 °C."
509,clear,16,3,40,cat,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",There is no rain and no snow 3 mm/h. The temperature is 16 °C. The sky is clear. There is wind 40 km/h.,There is no rain and no snow 3 mm/h. The temperature is 16 °C. The sky is clear.,Tomorrow in the mountains there is no rain and no snow 3 mm/h. The temperature is 16 °C. The sky is clear. There is wind 40 km/h.,"
The weather forecast for tomorrow is: Expect sunny skies and a comfortable temperature of 16 °C on the mountains. There will be no rain or snow, and a gentle breeze will blow at 40 km/h."
510,overcast,13,19,40,bird,meadows,There is wind,The sky is overcast,The sky is overcast,The sky is overcast,The sky is overcast,There is rain,There is rain.,There is no rain and no snow.,There will be rain.,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 40 km/h. The sky is overcast. There is rain 19 mm/h. The temperature is 13 °C.,There is rain 19 mm/h. The temperature is 13 °C.,"Tomorrow in the meadows there is wind 40 km/h, the sky is overcast and there is rain 19 mm/h. The temperature is 13 °C.","
Tomorrow, on the meadows, there will be wind at 40 km/h. The sky will be overcast, and there will be rain with 19 mm/h. The temperature will be 13 °C."
511,clear,6,14,21,cat,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is snow.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W","P, S, T, W","P, S, T","Tomorrow in/on the mountains P, S, T, W.","'Tomorrow, on the mountains, P, S, T, W.'"
512,cloudy,26,4,36,bird,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is rain,There is rain.,There is rain.,There is rain.,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 36 km/h. There is smog. There is rain 4 mm/h. The temperature is 26 °C.,There is smog. There is rain 4 mm/h. The temperature is 26 °C.,"Tomorrow in the city there is smog, wind 36 km/h, rain 4 mm/h and temperature 26 °C.","
The weather forecast for tomorrow in the city is: Expect partly cloudy skies with a gentle breeze blowing at 36 km/h. There will be a smattering of rain, amounting to 4 mm/h, and a temperature of 26 °C."
513,clear,-2,0,49,fish,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is snow.,No snow,There is snow,There is snow,There is snow,"P, S, T, W",There is no rain and no snow 0 mm/h. The temperature is -2 °C. The sky is clear. There is wind 49 km/h.,There is no rain and no snow 0 mm/h. The temperature is -2 °C. The sky is clear.,Tomorrow in the mountains there is no rain and no snow 0 mm/h. The temperature is -2 °C. The sky is clear. There is wind 49 km/h.,"
Tomorrow on the mountains, there will be no rain or snow, with a temperature of -2°C and clear skies. The wind will be blowing at 49 km/h."
514,cloudy,16,15,57,cat,beach,There is strong wind.,There is mist,There is mist,There is mist,There is mist,There is rain,There is rain.,There is no rain and no snow.,There will be rain.,There is rain.,There is rain.,There is rain.,"T, S, P, W",The temperature is 16 °C. There is mist. There is rain 15 mm/h. There is strong wind 57 km/h.,The temperature is 16 °C. There is mist. There is rain 15 mm/h. There is strong wind 57 km/h.,"Tomorrow in/on the beach there is mist, rain 15 mm/h, strong wind 57 km/h.","
The weather forecast for tomorrow on the beach is for partly cloudy skies with a temperature of 16 °C. There will be a chance of rain with 15 mm/h, accompanied by a strong wind at 57 km/h."
515,cloudy,-7,0,23,bird,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is no rain and no snow,There is snow,There is snow,Snow,There is snow,There is snow,There is snow,"W, S, P, T",There is wind 23 km/h. There is smog. There is no rain and no snow 0 mm/h. The temperature is -7 °C.,There is smog. There is no rain and no snow 0 mm/h. The temperature is -7 °C.,Tomorrow in the city there is smog. There is no rain and no snow 0 mm/h. The temperature is -7 °C.,"
Tomorrow in the city, the weather will be windy with a speed of 23 km/h. There will be smog, but no rain or snow. The temperature will be -7 degrees Celsius."
516,cloudy,7,4,59,cat,mountains,There is strong wind.,The sky is cloudy,There is mist,The sky is cloudy,There is mist,There is storm.,There is rain.,There is rain.,There will be rain and snow.,There is rain.,There is rain.,There is rain.,"T, S, P, W",The temperature is 7 °C. The sky is cloudy. There is storm. 4 mm/h. There is strong wind 59 km/h.,The temperature is 7 °C. The sky is cloudy. There is storm. 4 mm/h. There is strong wind 59 km/h.,The temperature will be 7 °C. The sky will be cloudy. There will be storm. The precipitation will be 4 mm/h. The wind will be strong.,"
Tomorrow, on the mountains, the temperature will be 7 °C. The sky will be cloudy, and there will be a storm. The wind will be 59 km/h strong."
517,cloudy,-3,15,4,cat,beach,There is no wind,There is mist,There is mist,There is mist,There is mist,There is snow,There is snow,There is snow,There will be snow.,There is snow,There is snow,There is snow,"T, S, P, W","T, mist, snow, no wind 4 km/h","T, mist, snow","Tomorrow in/on the beach T, mist, snow, no wind 4 km/h.","'The weather tomorrow on the beach will be misty, with some snow, no wind, and a gentle 4 km/h breeze.'"
518,overcast,25,6,69,cat,city,There is strong wind,There is smog,There is smog,There is smog,There is smog,There is rain,There is rain.,There is rain.,There is rain.,There is rain.,There is rain.,There is shower,"T, S, P, W",The temperature is 25 °C. There is smog. There is rain 6 mm/h. There is strong wind 69 km/h.,The temperature is 25 °C. There is smog. There is rain 6 mm/h. There is strong wind 69 km/h.,Tomorrow in the city there is smog. The temperature is 25 °C. There is rain 6 mm/h. There is strong wind 69 km/h.,"
Tomorrow in the city, the temperature will be 25 °C. There will be smog. There will be rain of 6 mm/h. There will be strong wind of 69 km/h."
519,clear,6,19,17,bird,beach,There is no wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is snow.,No snow,There is snow,There is rain.,There is rain.,"W, S, P, T",There is no wind 17 km/h. The sky is clear. There is no rain and no snow 19 mm/h. The temperature is 6 °C.,There is no rain and no snow 19 mm/h. The temperature is 6 °C.,Tomorrow in/on the beach there is no wind 17 km/h. The sky is clear. There is no rain and no snow 19 mm/h. The temperature is 6 °C.,"
Tomorrow on the beach, the weather will be sunny with no wind at 17 km/h. The sky will be clear, and there will be no rain or snow. The temperature will be 6 °C."
